Prefix_Suffix,having_Sub_Domain,Request_URL,URL_of_Anchor,Links_in_tags,SFH,Google_Index,Result,URL,Target
-1,-1,-1,-1,1,1,-1,-1,https://www.paypal.com/stories/us/paypal-holiday-shopping-data-shows-strong-mobile-growth,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/tis-the-season-turbocharging-sales-for-the-next-100-hours,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/6-tips-to-get-mobile-ready-for-holiday-season,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/how-this-holiday-merchant-managed-skyrocketing-growth,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/5-things-to-do-in-south-africa-with-paypal,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/tis-the-season-to-give-cheer,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/increase-sales-this-holiday-season-with-international-shoppers,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/5-things-to-do-in-kenya-with-paypal,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/offering-your-customers-financing-options-can-impact-sales,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/getting-deals-at-the-worlds-biggest-global-shopping-events,Paypal
-1,-1,1,-1,1,1,-1,-1,https://www.paypal.com/stories/us/hey-siri-sending-receiving-money-with-paypal-is-now-easier,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/make-the-most-of-social-media-as-a-sales-channel,Paypal
-1,-1,-1,-1,1,1,-1,-1,https://www.paypal.com/stories/us/five-tips-to-tackle-the-digital-goods-economy,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/anatomy-of-a-good-promotion-part-3-promotion,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/anatomy-of-a-good-promotion-part-2-the-structure,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/anatomy-of-a-good-promotion-part-1-planning,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/holiday-predictions-big-buys-bathrooms-and-binge-watching,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/get-invoices-paid-twice-as-fast,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/paypal-enhances-payment-experience-for-facebook-and-messenger,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/paypal-and-xoom-make-it-easier-to-send-and-request-money-abroad,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/get-selling-in-time-for-the-holidays-start-with-an-ebay-store,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/how-you-can-help-people-affected-by-hurricane-matthew,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/make-this-holiday-season-your-best-yet,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/the-paypal-and-kiva-connection-a-shared-mission,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/tools-for-supersizing-your-holiday-giving-revenues,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/paypal-kiva-celebrating-ten-years-of-making-a-difference,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/improving-the-donate-button-for-bigger-bucks,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/increase-your-sales-this-holiday-6-tips-to-improve-checkout,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/paylease-and-paypal-partner-to-simplify-payments-in-rental-market,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/making-school-payments-easy-for-staff-parents-and-volunteers,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/braintree-sees-continued-growth-3-years-into-acquisition,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/paypals-darrell-esch-shares-working-capital-success-on-cbc-panel,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/parent-friendly-ways-to-raise-money-for-your-school,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/paypal-and-partners-deliver-new-experiences-this-holiday-season,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/volusion-integrates-paypal-simplifying-merchant-checkout,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/paypal-and-mastercard-expand-partnership,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/study-finds-payment-method-matters-when-donating-to-charity,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/obstacles-in-life-may-be-blessings-if-you-keep-your-mind-open,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/fundraiser/charity/48752,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/fundraiser/charity/30238,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/fundraiser/charity/5153,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/fundraiser/charity/4980,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/fundraiser/charity/1443,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/fundraiser/charity/5217,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/us/webapps/mpp/jobs/culture,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/us/webapps/mpp/jobs/benefits,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/us/webapps/mpp/jobs/people,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/us/webapps/mpp/jobs/students-and-grads,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/us/webapps/mpp/jobs/jobs-by-category,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/us/webapps/mpp/jobs/locations,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/us/webapps/mpp/jobs/companies,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/us/webapps/mpp/paypal-payments-pro,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/cardless-cash-powered-by-paydiant-and-fis-coming-to-70k-pai-atms,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/paypal-app-makes-it-easier-for-android-users-to-login,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/get-ahead-of-the-class-this-back-to-school-season,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/building-an-inclusive-and-diverse-workforce-at-paypal,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/the-secret-to-successfully-balancing-multiple-passions-and-goals,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/go-cashless-at-outside-lands-and-save-5,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/celebrating-one-year-as-pypl,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/venmo-users-can-now-pay-with-venmo-in-a-number-of-merchant-apps,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/embrace-your-differences-and-use-them-to-propel-you-forward,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/paypal-reports-second-quarter-results-raises-revenue-outlook,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/paypal-visa-enter-partnership-to-extend-consumer-payment-choice,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/how-2-billion-turned-dreams-into-reality,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/now-you-can-support-your-favorite-causes-in-the-paypal-app,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/women-recharge-and-reenter-the-workforce,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/how-paypal-working-capital-helps-bee-raw-prepare-for-the-holidays,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/a-locals-guide-to-chicago,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/riobypaypal-travel-to-rio-de-janeiro-with-paypal,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/a-locals-guide-to-miami,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/a-locals-guide-to-san-francisco,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/first-lady-announces-paypals-support-for-let-girls-learn,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/travel-with-paypal-big-fun-without-big-bills,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/new-money-has-no-boundaries,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/a-locals-guide-to-new-york-city,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/the-benefits-of-finding-a-job-that-isnt-quot-workquot,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/edbacker-is-innovating-k-12-school-fundraising-powered-by-paypal,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/paypal-giving-fund-offers-charities-new-fundraising-opportunities,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/paypals-devin-whitney-talks-workplace-equality,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/business-tips-from-shopifys-build-a-business-winners,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/its-time-to-upgrade-to-version-60-of-the-paypal-app,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/paypal-team-named-a-winner-at-iot-worlds-smart-city-hackathon,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/paypal-hosts-first-us-small-merchant-advocacy-day,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/dont-underestimate-the-power-of-serendipity,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/join-the-fun-raising-and-donate-to-red-nose-day,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/mayor-liccardo-and-paypal-welcome-kiva-zip-to-san-jose,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/paypals-ted-sargent-to-make-solo-sail-around-ireland-for-charity,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/shop-mothers-day-gifts-from-paypals-featured-small-businesses,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/celebrating-national-small-business-week-with-jedi-robes,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/rebels-with-a-cause-how-millennials-are-changing-the-world,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/5-words-that-define-national-small-business-week,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/mental-health-month-small-business-spotlight-wear-your-label,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/paypal-invests-in-acorns-the-fastest-growing-micro-investing-app,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/celebrating-mini-paypalers-at-take-your-kid-to-work-day,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/beyond-financial-literacy,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/twitter-chat-recap-tips-on-launching-a-global-ecommerce-business,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/xoom-expands-digital-money-transfer-services-to-11-countries,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/paypal-reports-strong-first-quarter-results,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/entrepreneurs-on-a-social-mission-luminaid,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/entrepreneurs-on-a-social-mission-pura-vida-bracelets,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/entrepreneurs-on-a-social-mission-peanut-butter-americano,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/the-power-of-partnering,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/how-you-can-boost-financial-health-around-the-world,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/extending-financial-services-to-underserved-populations,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/uniting-to-support-gender-equality,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/eta-transact-2016-delivering-choice-opening-opportunity,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/ecuador-earthquake-heres-how-you-can-help,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/paypal-adds-chief-compliance-officer-to-executive-leadership-team,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/how-millennial-entrepreneurs-manage-their-financial-health,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/the-whole-community-is-greater-than-the-sum-of-its-parts,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/four-small-business-owners-share-paypal-success-stories,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/paypal-currency-latin-america-blooms,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/finding-perspective-on-top-of-the-worlds-tallest-mountain,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/the-top-six-money-myths,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/paypals-mj-austin-wins-svbjs-women-of-influence-award,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/paypal-and-ivyrevel-fuse-fashion-and-tech-innovation,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/paypal-woocommerce-expand-digital-payment-integration-extension,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/stories/us/easy-payments-with-paypal-credit-puts-quality-within-reach,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/paypal-withdraws-plan-for-charlotte-expansion,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/stories/us/celebrating-10-years-of-mobile-innovation,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/us/webapps/mpp/merchant-fees,Paypal
-1,0,1,-1,1,1,1,-1,https://www.paypal.com/webapps/mpp/ua/useragreement-full?locale.x=en_us,Paypal
-1,0,1,-1,1,1,1,-1,https://www.paypal.com/us/webapps/mpp/ua/acceptableuse-full?locale.x=en_us,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/us/selfhelp/home,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/us/selfhelp/article/can-i-cancel-a-paypal-payment-faq637,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/us/selfhelp/article/how-do-i-link-a-debit-or-credit-card-to-my-paypal-account-faq826,Paypal
-1,0,1,-1,1,1,1,-1,https://www.paypal.com/us/selfhelp/article/i-forgot-my-password.-how-do-i-reset-it-faq1933,Paypal
-1,-1,1,-1,1,1,1,-1,https://www.paypal.com/us/selfhelp/article/what-is-the-resolution-center-faq3327,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/us/selfhelp/article/common-1099-and-tax-related-questions-faq3405,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/us/selfhelp/article/how-does-paypal-report-my-sales-to-the-irs-will-i-receive-a-1099-tax-statement-faq729,Paypal
-1,-1,-1,-1,1,1,1,-1,https://www.paypal.com/us/selfhelp/article/how-do-i-find-my-1099-tax-statement-in-my-paypal-account-faq919,Paypal
