having_IP_Address,URL_Length,Shortining_Service,having_At_Symbol,double_slash_redirecting,Prefix_Suffix,having_Sub_Domain,SSLfinal_State,Domain_registeration_length,Favicon,port,HTTPS_token,Request_URL,URL_of_Anchor,Links_in_tags,SFH,Submitting_to_email,Abnormal_URL,Redirect,on_mouseover,RightClick,popUpWidnow,Iframe,age_of_domain,DNSRecord,web_traffic,Page_Rank,Google_Index,Links_pointing_to_page,Statistical_report,Result
1,-1,1,1,1,-0.8144,1.2396,1,-1,1,1,-1,1.1484,-0.6831,1.236,-0.8433,1,1,0,1,1,1,1,1,1,0,-1,1.1539,-1,1,1
-1,-1,-1,1,-1,-0.7251,-0.3501,0,-1,1,1,-1,-0.6669,-0.8345,1.3331,-0.7804,1,1,1,-1,1,-1,1,1,-1,-1,-1,1.3044,0,1,-1
1,-1,1,1,1,-0.8377,-0.3514,0,1,-1,1,-1,-0.6645,-0.7161,-0.4905,-0.6595,1,1,0,-1,1,-1,1,1,1,-1,-1,1.1707,1,1,-1
1,-1,1,1,1,-0.8035,1.2775,1,-1,1,1,1,1.2389,1.3499,-0.5826,-0.7894,1,1,0,1,1,1,1,1,1,1,-1,1.1984,0,1,1
1,-1,1,1,1,-0.85,1.2044,1,-1,1,1,1,1.1822,1.1714,-0.7555,-0.8173,1,1,0,1,1,1,1,1,1,0,1,1.2143,0,1,1
1,-1,1,1,1,-0.9088,-0.8687,1,-1,1,1,1,1.1481,-0.818,-0.8347,-0.8383,1,1,0,1,1,1,1,1,1,1,1,1.1717,0,1,1
-1,-1,-1,1,-1,-0.8871,1.2143,1,-1,1,1,-1,1.2337,-0.6474,-0.6724,-0.8135,1,-1,0,1,1,1,1,1,-1,1,-1,1.1836,-1,-1,1
1,-1,1,1,1,-0.8465,-0.8964,1,-1,1,1,1,1.0882,-0.8265,-0.6495,-0.8985,1,1,0,1,1,1,1,-1,1,1,-1,1.1726,0,1,1
1,-1,1,1,1,1.2778,1.2139,1,-1,-1,-1,1,1.1651,-0.6535,-0.4862,-0.6482,-1,1,0,-1,1,-1,1,1,-1,1,-1,1.3478,1,1,1
1,-1,1,1,1,-0.7018,-0.6908,-1,-1,1,1,1,-0.719,-0.7416,-0.6213,-0.6892,1,1,0,1,1,1,1,-1,-1,0,-1,1.1912,0,1,-1
1,-1,1,1,1,1.1956,1.296,1,-1,1,1,1,1.1653,-0.4506,-0.4167,-0.7791,-1,1,0,1,1,1,1,1,-1,1,-1,1.3665,0,1,1
1,-1,1,1,1,-0.7808,-0.4833,0,-1,1,1,1,-0.8191,-0.7846,-0.7664,-0.7727,-1,1,0,1,1,1,1,1,-1,-1,-1,1.2317,0,1,-1
1,-1,1,1,1,-0.8721,1.1784,1,-1,1,1,1,1.2141,-0.6453,1.1541,-0.7097,1,1,0,1,1,1,1,1,-1,1,-1,1.2421,0,1,1
1,1,1,1,1,-0.8335,1.2379,1,-1,1,1,-1,1.3397,-0.5287,-0.4171,1.1761,1,-1,0,1,1,1,1,1,1,1,-1,1.3495,0,-1,1
1,-1,1,1,1,-0.7591,-0.8339,-1,1,1,1,-1,-0.74,-0.8096,-0.4999,-0.7927,1,-1,0,1,1,1,1,-1,-1,-1,-1,1.2783,1,-1,-1
1,-1,1,-1,1,-0.7531,-0.4713,0,-1,1,1,1,-0.6533,-0.7535,1.1669,-0.7489,1,1,0,1,1,1,1,1,1,1,-1,1.2252,0,1,-1
1,-1,1,1,1,-0.8269,1.1577,1,-1,1,1,1,1.295,1.1849,-0.6927,-0.8543,1,1,0,1,1,1,1,1,1,1,-1,1.2923,1,1,1
1,-1,1,1,1,-0.8996,1.1814,1,-1,1,1,1,1.1634,-0.7672,-0.817,-0.9034,1,1,0,1,1,1,1,1,1,1,1,1.1217,0,1,1
1,-1,1,1,1,-0.8363,1.1992,1,-1,1,1,1,1.2727,1.326,-0.6762,-0.6953,1,1,0,1,1,1,1,1,1,1,1,1.1647,0,1,1
1,-1,1,1,1,-0.7917,-0.5561,-1,1,1,1,-1,-0.7791,-0.6913,-0.6733,-0.685,1,-1,0,1,1,1,1,-1,-1,0,-1,1.2246,1,-1,-1
1,-1,1,1,1,-0.853,-0.8621,1,1,-1,1,1,-0.7392,-0.7342,-0.4088,-0.6959,1,1,0,1,1,-1,1,-1,-1,-1,-1,1.1804,0,1,-1
1,-1,1,1,1,1.2486,1.2664,1,-1,1,1,1,1.3104,1.343,-0.3385,-0.5798,1,1,0,1,1,1,1,1,1,1,-1,1.2459,0,1,1
1,-1,1,-1,1,-0.6526,-0.6925,0,-1,1,1,-1,-0.7954,-0.7427,-0.4797,-0.6828,1,1,0,1,1,1,1,1,-1,-1,-1,1.3448,1,1,-1
1,-1,1,1,1,-0.7164,1.2794,1,-1,1,1,1,1.1401,-0.6403,1.144,-0.7175,1,1,0,1,1,1,1,1,1,1,1,1.2287,0,1,1
1,-1,1,1,1,-0.7134,-0.4642,-1,1,-1,1,1,-0.7608,-0.7991,-0.3145,-0.8027,1,-1,0,1,1,-1,1,-1,-1,0,-1,1.1756,1,-1,-1
1,-1,1,1,1,-0.7003,1.2992,1,1,1,1,1,1.2363,1.2539,-0.6927,-0.8484,1,1,0,1,1,1,1,1,-1,-1,-1,1.2791,1,1,1
1,-1,1,1,1,-0.8176,-0.8685,-1,-1,1,1,1,1.1415,-0.88,-0.8435,-0.8108,1,1,0,1,1,1,1,-1,1,-1,-1,1.0932,0,1,-1
1,-1,1,1,1,-0.7502,-0.8281,-1,-1,1,1,-1,-0.706,-0.6995,-0.6569,-0.7078,1,1,0,1,1,1,1,-1,1,-1,-1,1.1866,0,1,-1
1,-1,1,1,1,-0.8074,1.1688,1,-1,1,1,1,1.2424,-0.7711,-0.5691,-0.8864,1,1,0,1,1,1,1,1,-1,1,-1,1.1765,0,1,1
1,-1,1,1,1,-0.7153,-0.4708,0,1,1,1,1,-0.7293,-0.696,-0.8255,-0.7696,1,1,0,1,1,1,1,1,-1,-1,-1,1.166,1,1,-1
1,-1,1,1,1,-0.7193,-0.4308,-1,1,1,1,1,-0.6718,-0.6807,1.3393,-0.8053,1,1,0,1,1,1,1,-1,-1,-1,-1,1.2488,1,1,-1
1,-1,1,1,1,-0.7195,1.2882,1,-1,1,1,1,1.2,1.1977,-0.5557,-0.8405,1,1,0,1,1,1,1,1,-1,1,-1,1.1656,0,1,1
1,-1,1,1,1,-0.8817,-0.8471,-1,-1,1,1,-1,1.182,-0.896,-0.8695,-0.9013,-1,1,0,1,1,1,1,-1,-1,1,-1,1.1117,0,1,-1
1,-1,1,-1,1,1.2979,1.413,1,-1,1,1,1,1.4065,1.1906,1.349,-0.5748,1,1,0,1,1,1,1,1,1,1,-1,1.3675,0,1,1
1,-1,1,1,1,-0.8378,-0.7171,-1,-1,1,1,1,1.1813,-0.8182,-0.8932,-0.9011,1,1,0,1,1,1,1,-1,1,1,-1,1.1555,0,1,-1
1,-1,1,1,1,-0.7122,1.1574,1,-1,1,1,1,1.2735,1.2305,-0.8553,-0.7905,1,1,0,1,1,1,1,1,-1,0,1,1.2036,1,1,1
1,-1,1,1,1,-0.7431,-0.4495,-1,-1,1,1,1,-0.8103,-0.6784,-0.5691,-0.8344,1,1,0,1,1,-1,1,-1,1,0,-1,1.1994,1,1,-1
1,-1,1,1,1,-0.792,1.1626,1,1,1,1,1,1.1693,-0.7644,-0.5839,-0.8321,1,1,0,1,1,1,1,1,1,0,-1,1.2135,1,1,1
1,-1,1,-1,1,-0.843,-0.5085,0,1,1,1,1,-0.7108,-0.6968,-0.6441,-0.8498,1,1,0,1,1,1,1,1,1,-1,-1,1.2388,1,1,-1
1,-1,1,1,1,-0.7817,1.2152,1,-1,1,1,1,1.1602,-0.726,1.2396,-0.7248,1,1,0,1,1,1,1,1,1,1,-1,1.1819,0,1,1
1,-1,1,1,1,-0.7646,1.2574,1,-1,-1,-1,1,1.1985,1.2609,-0.6126,-0.8588,-1,1,0,1,1,-1,-1,1,1,1,-1,1.1753,1,1,1
1,-1,1,1,1,-0.8296,-0.7,-1,1,1,1,1,-0.7482,-0.6583,-0.8297,-0.8059,1,1,0,1,1,1,1,-1,-1,-1,-1,1.1747,0,1,-1
1,-1,1,1,1,-0.8422,-0.8242,-1,-1,1,1,1,1.1572,-0.8892,-0.8774,-0.897,1,1,0,1,1,1,1,-1,-1,-1,-1,1.1277,0,1,-1
1,-1,1,1,1,-0.7324,1.1594,1,-1,-1,1,1,1.2451,-0.6358,1.2195,-0.7156,1,1,0,1,1,-1,-1,1,-1,0,-1,1.2339,1,1,1
1,-1,1,1,1,-0.8043,-0.8054,-1,-1,1,1,1,1.1907,-0.8413,-0.8287,-0.8597,1,1,0,1,1,1,1,-1,-1,-1,-1,1.1454,0,1,-1
1,-1,1,1,1,-0.8023,1.2265,1,-1,1,1,-1,1.3121,1.285,1.3003,-0.7051,1,1,0,1,1,1,1,1,-1,-1,-1,1.3051,1,1,1
1,-1,1,1,1,-0.8272,1.1542,1,-1,-1,1,1,1.1608,-0.804,-0.8623,-0.8948,1,1,0,-1,1,-1,1,1,-1,1,-1,1.0891,1,1,1
1,-1,1,1,1,-0.8218,-0.7182,-1,1,1,1,1,-0.8047,-0.8612,-0.5302,-0.7067,1,1,0,1,1,1,1,-1,1,0,-1,1.3074,0,1,-1
1,-1,1,1,1,1.2713,1.2255,1,-1,1,1,1,1.2493,-0.4983,-0.6823,-0.7559,1,1,0,1,1,1,1,1,1,0,-1,1.194,0,1,1
1,-1,1,1,1,-0.763,1.2258,1,-1,1,1,1,1.1931,1.136,-0.6753,-0.7821,1,1,0,1,1,1,1,1,1,1,-1,1.2975,0,1,1
1,-1,1,-1,1,-0.7743,1.213,1,-1,1,1,1,1.2118,-0.611,1.2608,-0.7307,1,1,0,1,1,1,1,1,1,1,1,1.1487,0,1,1
1,-1,1,1,1,-0.847,1.1111,0,-1,1,1,1,1.1146,-0.799,-0.9213,-0.8942,1,1,0,1,1,1,1,1,1,1,-1,1.0972,0,1,1
-1,1,-1,1,-1,-0.7656,1.2145,1,-1,1,1,-1,1.1717,-0.4389,-0.6903,1.2969,1,-1,1,1,1,1,1,1,-1,1,-1,1.1895,1,-1,1
1,-1,1,1,1,-0.7702,1.2733,1,-1,-1,1,1,1.2492,1.3436,1.1594,-0.8307,1,1,0,1,1,-1,1,1,-1,1,-1,1.1722,1,1,1
1,1,1,1,1,-0.8386,1.2268,1,-1,1,1,1,1.1527,-0.5702,-0.6446,1.2018,1,1,0,1,1,1,1,1,1,1,-1,1.2846,0,1,1
1,-1,1,1,1,1.27,1.1935,1,-1,-1,1,1,1.2255,-0.421,1.2015,-0.6936,1,1,0,1,1,-1,1,1,-1,1,-1,1.3408,1,1,1
1,-1,1,1,1,-0.8055,-0.3519,0,1,1,1,1,-0.7314,-0.7928,-0.7477,-0.8146,1,1,0,1,1,1,1,1,-1,1,-1,1.2527,0,1,-1
1,-1,1,1,1,-0.7401,1.2533,1,-1,1,1,1,1.2152,1.1856,-0.7198,-0.8224,1,1,0,1,1,1,1,1,-1,1,1,1.2133,1,1,1
1,-1,1,1,1,-0.8659,-0.8264,-1,1,1,1,1,1.1449,-0.8935,-0.8462,-0.8889,1,1,0,1,1,1,1,-1,-1,-1,-1,1.1822,0,1,-1
1,-1,1,1,1,-0.8243,-0.8152,-1,-1,1,1,1,-0.6585,-0.836,-0.6613,-0.777,1,1,0,1,1,1,1,-1,-1,-1,-1,1.3155,1,1,-1
1,-1,1,1,1,-0.6702,-0.739,-1,1,1,1,1,-0.6637,-0.7043,-0.6911,-0.759,1,1,0,1,1,1,1,1,-1,-1,-1,1.2406,0,1,-1
1,1,1,1,1,-0.759,1.1631,1,-1,-1,1,1,1.2337,-0.5752,-0.4368,1.258,1,1,0,1,1,-1,1,1,-1,1,-1,1.2459,1,1,1
1,-1,1,1,1,-0.8603,1.1969,-1,-1,1,1,1,1.1912,-0.6788,-0.7764,-0.8923,1,1,0,1,1,1,1,1,1,0,-1,1.1351,0,1,1
1,-1,1,-1,1,-0.7734,-0.7455,-1,-1,1,1,1,-0.7472,-0.7779,-0.5958,-0.7379,1,1,0,1,1,1,1,-1,-1,-1,-1,1.3128,1,1,-1
1,-1,1,1,1,-0.7234,1.2849,1,1,1,1,1,1.1605,1.2697,-0.8003,-0.718,1,1,0,1,1,1,1,1,1,1,-1,1.199,0,1,1
1,-1,1,1,1,-0.7601,-0.7706,-1,-1,1,1,1,-0.7981,-0.8446,-0.7079,-0.8039,1,1,0,1,1,1,1,-1,-1,1,-1,1.2669,0,1,-1
-1,-1,-1,1,-1,-0.8277,-0.5615,0,1,-1,-1,-1,-0.8368,-0.6996,1.3427,-0.6674,-1,-1,1,1,1,-1,1,1,-1,-1,-1,1.1611,1,-1,-1
-1,-1,-1,1,-1,1.2532,1.2658,1,-1,1,1,-1,1.2568,-0.3601,-0.6534,-0.8369,1,-1,1,1,1,1,1,1,-1,1,-1,1.155,1,-1,1
1,-1,1,1,1,-0.8584,-0.8381,1,-1,1,1,1,1.1437,-0.6524,-0.7086,-0.9012,1,1,0,1,1,1,1,1,-1,0,-1,1.0934,1,1,1
1,-1,1,1,1,-0.7423,-0.8274,-1,-1,-1,1,1,-0.7423,-0.7356,-0.7353,-0.8495,1,1,0,1,1,-1,1,-1,-1,1,-1,1.2672,1,1,-1
1,-1,1,1,1,-0.839,1.2878,1,-1,1,1,1,1.2786,1.3261,1.2975,-0.8076,1,1,0,1,1,1,1,1,1,1,-1,1.2879,0,1,1
1,-1,1,1,1,-0.7165,-0.7423,-1,1,1,1,1,-0.8314,-0.8231,-0.4772,-0.8451,1,1,0,1,1,1,1,-1,-1,0,-1,1.2106,0,1,-1
1,-1,1,1,1,-0.8765,1.1132,1,-1,-1,1,1,1.1693,-0.7567,-0.8408,-0.881,1,1,0,1,1,-1,1,1,-1,1,-1,1.1676,0,1,1
1,-1,1,1,1,-0.7927,1.1838,1,-1,-1,1,1,1.1655,1.1407,-0.5015,-0.7667,1,1,0,1,1,-1,1,1,-1,1,-1,1.1479,1,1,1
1,1,1,1,1,-0.8559,1.2483,1,-1,-1,1,1,1.2661,-0.717,-0.6877,1.2792,1,1,0,1,1,-1,1,1,1,1,-1,1.1926,1,1,1
1,-1,1,1,1,-0.7984,1.1607,1,-1,1,1,1,1.1424,-0.7865,-0.7904,-0.8816,1,1,0,1,1,1,1,1,1,1,1,1.126,0,1,1
1,-1,1,1,1,-0.7026,1.2664,1,-1,1,1,1,1.1621,1.1792,1.3419,-0.8012,1,1,0,1,1,1,1,1,-1,1,-1,1.2883,0,1,1
1,1,1,1,1,-0.7731,1.2411,1,-1,1,1,1,1.2927,-0.6908,-0.3527,1.234,1,1,0,1,1,1,1,1,1,1,-1,1.3253,0,1,1
1,-1,1,1,1,-0.8369,-0.8782,1,-1,-1,1,1,1.1677,-0.7639,-0.7991,-0.8654,1,1,0,1,1,-1,1,1,-1,1,1,1.0841,1,1,1
1,-1,1,1,1,-0.8884,1.0948,1,-1,1,1,1,1.1741,-0.8309,-0.9189,-0.8738,1,1,0,1,1,1,1,1,1,0,-1,1.1006,0,1,1
1,-1,1,1,1,-0.9003,1.1775,1,-1,1,1,1,1.1331,-0.6004,-0.8038,-0.878,1,1,0,1,1,1,1,1,1,1,-1,1.1373,0,1,1
1,-1,1,1,1,-0.8507,-0.8901,-1,1,1,1,1,1.1137,-0.8994,-0.9036,-0.8438,1,1,0,1,1,1,1,-1,1,-1,-1,1.1819,0,1,-1
-1,-1,-1,1,-1,-0.7871,-0.4525,0,1,1,1,-1,-0.79,-0.6798,1.2973,-0.8268,1,-1,1,1,1,1,1,1,-1,-1,-1,1.1825,0,1,-1
1,-1,1,1,1,-0.7262,-0.7227,-1,1,1,1,1,-0.6852,-0.7766,-0.6636,-0.7414,1,1,0,1,1,1,1,-1,-1,-1,-1,1.3271,0,1,-1
1,-1,1,1,1,-0.8633,1.1372,1,-1,1,1,1,1.0948,-0.6763,-0.8533,-0.8832,1,1,0,1,1,1,1,1,1,1,1,1.1663,0,1,1
1,-1,1,1,1,-0.8359,1.1803,1,-1,1,1,1,1.1524,-0.6116,-0.7859,-0.8834,1,1,0,1,1,1,1,1,1,1,-1,1.0972,0,1,1
1,-1,1,-1,1,-0.6758,-0.5108,0,1,1,1,1,-0.7346,-0.849,-0.513,-0.6606,1,1,0,1,1,1,1,1,-1,-1,-1,1.316,0,1,-1
1,-1,1,1,1,-0.8624,1.1608,1,-1,1,1,1,1.1744,-0.7092,-0.5679,-0.8037,1,1,0,1,1,1,1,1,1,1,-1,1.1175,0,1,1
1,-1,1,1,1,-0.9054,-0.6853,0,1,1,1,1,1.1688,-0.8721,-0.9005,-0.8988,1,1,0,1,1,1,1,1,-1,-1,-1,1.1677,0,1,-1
1,-1,1,1,1,-0.8435,-0.7278,0,-1,1,1,1,1.0953,-0.8069,-0.8303,-0.8705,1,1,0,1,1,1,1,1,-1,0,-1,1.1862,0,1,-1
1,-1,1,1,1,-0.9237,-0.9075,1,-1,1,1,1,1.1492,-0.846,-0.805,-0.8537,1,1,0,1,1,1,1,1,1,1,-1,1.1232,0,1,1
1,-1,1,1,1,-0.784,-0.3131,0,-1,-1,-1,1,-0.6769,-0.6683,-0.7077,-0.7272,-1,1,0,1,1,-1,1,1,-1,1,-1,1.2311,1,1,-1
1,-1,1,1,1,-0.743,-0.307,0,1,1,1,1,-0.833,-0.8189,-0.3862,-0.7851,1,1,0,1,1,1,1,1,1,-1,-1,1.1546,0,1,-1
1,-1,1,-1,1,-0.6843,1.173,1,-1,1,1,1,1.2187,1.3271,1.3611,-0.7234,1,1,0,1,1,1,1,1,1,1,-1,1.2237,0,1,1
1,-1,1,1,1,-0.8561,-0.8382,1,1,1,1,1,1.1489,-0.8418,-0.8383,-0.912,1,1,0,1,1,1,1,-1,-1,-1,-1,1.1493,1,1,1
1,-1,1,1,1,-0.6706,-0.7484,-1,1,1,1,1,-0.6836,-0.6864,-0.7236,-0.6695,1,1,0,1,1,1,1,-1,-1,-1,-1,1.2558,0,1,-1
1,-1,1,1,1,-0.8242,-0.842,-1,-1,1,1,1,1.1382,-0.8454,-0.8009,-0.866,1,1,0,1,1,1,1,-1,1,0,-1,1.1461,0,1,-1
