having_IP_Address,URL_Length,Shortining_Service,having_At_Symbol,double_slash_redirecting,Prefix_Suffix,having_Sub_Domain,SSLfinal_State,Domain_registeration_length,Favicon,port,HTTPS_token,Request_URL,URL_of_Anchor,Links_in_tags,SFH,Submitting_to_email,Abnormal_URL,Redirect,on_mouseover,RightClick,popUpWidnow,Iframe,age_of_domain,DNSRecord,web_traffic,Page_Rank,Google_Index,Links_pointing_to_page,Statistical_report,Result
1,-1,1,1,1,1.0,0.0339,-1,-1,1,1,1,-1.0,1.0,-0.9517,-0.9665,1,1,0,1,1,1,1,-1,-1,-1,-1,0.9581,0,1,-1
1,-1,1,1,1,1.0,0.9432,1,-1,-1,1,1,-1.0,0.0539,-1.0,1.0,1,1,0,1,1,-1,-1,1,-1,0,-1,-1.0,1,1,1
1,-1,1,1,1,1.0,1.0,-1,-1,1,1,1,0.9708,1.0,1.0,-0.9677,1,1,0,1,1,1,1,-1,-1,-1,-1,-1.0,0,1,-1
1,-1,1,1,1,1.0,0.9173,1,-1,1,1,-1,-1.0,0.8886,-1.0,-0.9012,1,1,0,1,1,1,1,1,-1,-1,-1,-1.0,1,1,1
1,-1,1,1,1,-0.9502,-0.9612,1,-1,1,1,1,0.9615,0.0388,0.045,1.0,1,1,0,1,1,1,1,1,-1,1,-1,0.9515,1,1,1
1,-1,1,1,1,1.0,-1.0,1,-1,-1,1,1,0.9679,0.0297,-0.9517,-0.966,1,1,0,-1,1,-1,1,1,-1,1,-1,-1.0,1,1,1
1,-1,1,1,1,1.0,1.0,-1,1,1,1,1,-0.9304,1.0,0.0811,-0.9109,1,1,0,1,1,1,1,-1,1,0,-1,-1.0,0,1,-1
1,-1,1,1,1,-1.0,-1.0,1,-1,1,1,1,0.9153,0.0978,-0.079,-0.9129,1,1,0,1,1,1,1,1,1,0,-1,-1.0,0,1,1
1,-1,1,1,1,-0.9205,0.9073,1,-1,1,1,1,-1.0,0.93,-0.0665,-0.93,1,1,0,1,1,1,1,1,1,1,-1,0.9463,0,1,1
1,-1,1,-1,1,1.0,-1.0,1,-1,1,1,1,0.9284,0.0553,0.9383,1.0,1,1,0,1,1,1,1,1,1,1,1,0.9402,0,1,1
1,-1,1,1,1,-0.9627,0.947,0,-1,1,1,1,-1.0,-0.0336,-0.9544,1.0,1,1,0,1,1,1,1,1,1,1,-1,0.9721,0,1,1
1,-1,1,1,1,-0.9086,-1.0,1,-1,-1,1,1,-1.0,-1.0,-1.0,-0.8897,1,1,0,1,1,-1,1,1,-1,1,-1,0.9113,1,1,1
1,1,1,1,1,-0.9421,0.907,1,-1,1,1,1,0.9267,-0.0694,0.0629,0.8944,1,1,0,1,1,1,1,1,1,1,-1,0.9433,0,1,1
1,-1,1,1,1,-1.0,0.8808,1,-1,-1,1,1,0.9236,-0.1086,0.9002,-0.8834,1,1,0,1,1,-1,1,1,-1,1,-1,0.8984,1,1,1
1,-1,1,1,1,-0.9111,0.0659,0,1,1,1,1,1.0,1.0,-0.9059,1.0,1,1,0,1,1,1,1,1,-1,1,-1,0.9332,0,1,-1
1,-1,1,1,1,-0.9495,-1.0,1,-1,1,1,1,-1.0,-1.0,1.0,1.0,1,1,0,1,1,1,1,1,-1,1,1,0.9437,1,1,1
1,-1,1,1,1,-0.9481,-0.9659,-1,1,1,1,1,0.9485,-0.9637,1.0,1.0,1,1,0,1,1,1,1,-1,-1,-1,-1,-1.0,0,1,-1
1,-1,1,1,1,-0.9269,-0.9118,-1,-1,1,1,1,1.0,1.0,1.0,-0.9449,1,1,0,1,1,1,1,-1,-1,-1,-1,0.9067,1,1,-1
1,-1,1,1,1,-0.9444,-0.9257,-1,1,1,1,1,-0.9237,1.0,-0.9256,1.0,1,1,0,1,1,1,1,1,-1,-1,-1,0.9479,0,1,-1
1,1,1,1,1,1.0,0.9115,1,-1,-1,1,1,-1.0,-0.0983,-0.1025,-1.0,1,1,0,1,1,-1,1,1,-1,1,-1,-1.0,1,1,1
1,-1,1,1,1,-0.9437,0.9352,-1,-1,1,1,1,-1.0,0.051,0.046,-0.9506,1,1,0,1,1,1,1,1,1,0,-1,-1.0,0,1,1
1,-1,1,-1,1,-0.9286,-0.9324,-1,-1,1,1,1,1.0,-0.9315,-0.0581,-0.9143,1,1,0,1,1,1,1,-1,-1,-1,-1,0.9267,1,1,-1
1,-1,1,1,1,-0.9492,0.929,1,1,1,1,1,-1.0,0.924,-0.9128,-0.9218,1,1,0,1,1,1,1,1,1,1,-1,0.9119,0,1,1
1,-1,1,1,1,-0.9281,-0.9136,-1,-1,1,1,1,1.0,-0.9456,-0.0505,-0.9216,1,1,0,1,1,1,1,-1,-1,1,-1,0.9373,0,1,-1
-1,-1,-1,1,-1,1.0,-0.0905,0,1,-1,-1,-1,-0.9092,-0.9283,0.9313,1.0,-1,-1,1,1,1,-1,1,1,-1,-1,-1,0.9361,1,-1,-1
-1,-1,-1,1,-1,-1.0,0.9128,1,-1,1,1,-1,-1.0,-0.0608,-0.1015,-0.9225,1,-1,1,1,1,1,1,1,-1,1,-1,-1.0,1,-1,1
1,-1,1,1,1,-0.9619,1.0,1,-1,1,1,1,-1.0,-0.0394,0.0407,1.0,1,1,0,1,1,1,1,1,-1,0,-1,-1.0,1,1,1
1,-1,1,1,1,1.0,-0.911,-1,-1,-1,1,1,1.0,1.0,1.0,-0.9459,1,1,0,1,1,-1,1,-1,-1,1,-1,0.928,1,1,-1
1,-1,1,1,1,-0.8994,0.9158,1,-1,1,1,1,-1.0,0.919,0.8881,1.0,1,1,0,1,1,1,1,1,1,1,-1,-1.0,0,1,1
1,-1,1,1,1,1.0,-0.9307,-1,1,1,1,1,1.0,1.0,0.081,-0.9168,1,1,0,1,1,1,1,-1,-1,0,-1,-1.0,0,1,-1
1,-1,1,1,1,-0.9617,0.9634,1,-1,-1,1,1,0.9698,-0.0503,1.0,-0.9605,1,1,0,1,1,-1,1,1,-1,1,-1,-1.0,0,1,1
1,-1,1,1,1,-0.9251,0.929,1,-1,-1,1,1,-1.0,-1.0,0.0661,-0.9083,1,1,0,1,1,-1,1,1,-1,1,-1,-1.0,1,1,1
1,1,1,1,1,-0.9116,0.902,1,-1,-1,1,1,-1.0,0.0871,-0.9401,-1.0,1,1,0,1,1,-1,1,1,1,1,-1,0.9213,1,1,1
1,-1,1,1,1,1.0,-1.0,1,-1,1,1,1,-1.0,-0.0355,-0.0568,-0.9574,1,1,0,1,1,1,1,1,1,1,1,0.943,0,1,1
1,-1,1,1,1,-0.9193,0.9132,1,-1,1,1,1,-1.0,-1.0,-1.0,1.0,1,1,0,1,1,1,1,1,-1,1,-1,-1.0,0,1,1
1,1,1,1,1,1.0,0.9226,1,-1,1,1,1,0.9251,-0.091,-0.0988,-1.0,1,1,0,1,1,1,1,1,1,1,-1,-1.0,0,1,1
1,-1,1,1,1,1.0,-0.9466,1,-1,-1,1,1,-1.0,-0.0373,0.0337,1.0,1,1,0,1,1,-1,1,1,-1,1,1,-1.0,1,1,1
1,-1,1,1,1,1.0,0.9673,1,-1,1,1,1,0.9637,-0.0302,1.0,1.0,1,1,0,1,1,1,1,1,1,0,-1,0.9558,0,1,1
1,-1,1,1,1,1.0,0.9615,1,-1,1,1,1,-1.0,-0.0392,0.0621,-0.9383,1,1,0,1,1,1,1,1,1,1,-1,0.9589,0,1,1
1,-1,1,1,1,-0.964,1.0,-1,1,1,1,1,-1.0,1.0,1.0,-0.9519,1,1,0,1,1,1,1,-1,1,-1,-1,-1.0,0,1,-1
-1,-1,-1,1,-1,-0.9482,0.0494,0,1,1,1,-1,-0.9177,1.0,0.9343,-0.9357,1,-1,1,1,1,1,1,1,-1,-1,-1,-1.0,0,1,-1
1,-1,1,1,1,-0.9205,-0.9296,-1,1,1,1,1,1.0,1.0,1.0,-0.9222,1,1,0,1,1,1,1,-1,-1,-1,-1,0.9509,0,1,-1
1,-1,1,1,1,1.0,0.9539,1,-1,1,1,1,0.9556,0.047,1.0,1.0,1,1,0,1,1,1,1,1,1,1,1,0.9696,0,1,1
1,-1,1,1,1,-0.9652,-1.0,1,-1,1,1,1,0.9654,-0.0516,0.0425,1.0,1,1,0,1,1,1,1,1,1,1,-1,0.9443,0,1,1
1,-1,1,-1,1,1.0,-0.0658,0,1,1,1,1,1.0,1.0,-0.0498,-0.9098,1,1,0,1,1,1,1,1,-1,-1,-1,0.9234,0,1,-1
1,-1,1,1,1,1.0,0.9607,1,-1,1,1,1,0.9558,0.0502,0.04,1.0,1,1,0,1,1,1,1,1,1,1,-1,-1.0,0,1,1
1,-1,1,1,1,1.0,-0.0289,0,1,1,1,1,-1.0,1.0,1.0,1.0,1,1,0,1,1,1,1,1,-1,-1,-1,-1.0,0,1,-1
1,-1,1,1,1,1.0,-0.0474,0,-1,1,1,1,0.9481,-0.9586,1.0,-0.9569,1,1,0,1,1,1,1,1,-1,0,-1,0.9521,0,1,-1
1,-1,1,1,1,1.0,0.0642,0,-1,-1,-1,1,-0.9334,-0.9297,1.0,-0.9292,-1,1,0,1,1,-1,1,1,-1,1,-1,0.937,1,1,-1
1,-1,1,1,1,-0.9423,-0.0506,0,1,1,1,1,-0.9272,1.0,0.0792,-0.9286,1,1,0,1,1,1,1,1,1,-1,-1,-1.0,0,1,-1
1,-1,1,-1,1,-0.8989,0.8841,1,-1,1,1,1,0.893,-1.0,0.928,-0.8976,1,1,0,1,1,1,1,1,1,1,-1,0.8977,0,1,1
1,-1,1,1,1,-0.9608,-0.9618,1,1,1,1,1,0.9646,-0.0323,-0.0516,1.0,1,1,0,1,1,1,1,-1,-1,-1,-1,0.9585,1,1,1
1,-1,1,1,1,-0.9154,-0.9088,-1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,0,1,1,1,1,-1,-1,-1,-1,0.9179,0,1,-1
1,-1,1,1,1,1.0,1.0,-1,-1,1,1,1,0.9538,1.0,1.0,1.0,1,1,0,1,1,1,1,-1,1,0,-1,-1.0,0,1,-1
1,-1,1,1,1,1.0,-1.0,1,1,1,1,1,-1.0,0.0472,1.0,-0.9503,1,1,0,1,1,1,1,1,-1,0,-1,-1.0,1,1,1
1,-1,1,1,1,-0.918,-1.0,1,-1,1,1,1,0.9144,-0.0892,-1.0,1.0,1,1,0,1,1,1,1,1,-1,1,1,0.914,1,1,1
1,-1,1,1,1,-0.969,1.0,-1,-1,1,1,1,0.9461,-0.9546,-0.9657,1.0,1,1,0,1,1,1,1,-1,-1,-1,-1,0.9626,1,1,-1
1,-1,1,1,1,1.0,-0.0942,0,1,1,1,1,-0.9056,-0.923,0.9146,1.0,1,1,0,1,1,1,1,1,-1,-1,-1,0.92,1,1,-1
1,-1,1,1,1,1.0,-1.0,1,-1,1,1,1,0.8862,-1.0,-1.0,1.0,1,1,0,1,1,1,1,1,1,1,-1,0.8919,0,1,1
1,-1,1,1,1,1.0,0.0693,0,1,1,1,1,1.0,1.0,1.0,1.0,1,1,0,1,1,1,1,1,-1,0,-1,-1.0,1,1,-1
